setup,mechanic,window,n,wr,avg,med,p10_ret,p05_ret,worst_ret,sum,mfe_med,mae_med,avg_bars,p_hit15,p_hit25,exit_reasons
L1_first,bbmid_close_max12,H2,24,0.5416666666666666,0.00023652948486828362,0.00020280726461308074,-0.001598080957916503,-0.001930908428747624,-0.006500649601689612,0.005676707636838807,0.0011315159328676438,-0.0012674515505737838,8.583333333333334,0.3333333333333333,0.08333333333333333,bb_mid_close:45.8%;time:41.7%;eod:12.5%
L1_first,vwap_close_max12,full,60,0.6166666666666667,0.00038332959667539135,0.00027958519515891567,-0.001354909781336433,-0.00205265276316689,-0.006500649601689612,0.02299977580052348,0.0009114581679717793,-0.0008160087527674387,5.3,0.2833333333333333,0.11666666666666667,vwap_close:81.7%;time:18.3%
L1_first,vwap_close_max12,H1,36,0.6666666666666666,0.000594118855226086,0.00027958519515891567,-0.000974846761109871,-0.0021260565152443622,-0.002782078467354121,0.021388278788139092,0.0010451645899518525,-0.0008708684708608194,5.25,0.3055555555555556,0.1388888888888889,vwap_close:80.6%;time:19.4%
L1_first,vwap_close_max12,H2,24,0.5416666666666666,6.714570884934952e-05,0.00024092950458609597,-0.0013098569931059843,-0.0016332097215834174,-0.006500649601689612,0.0016114970123843886,0.0006388324641388721,-0.0007582484544450541,5.375,0.25,0.08333333333333333,vwap_close:83.3%;time:16.7%
L1_first,target15_max12,full,60,0.7333333333333333,0.00048645627593659944,0.0013497749999999975,-0.0010094204017487393,-0.00205265276316689,-0.006500649601689612,0.029187376556195965,0.0016753364829958928,-0.0010109371623744368,6.4,0.6166666666666667,0.1,target_15bp:61.7%;time:28.3%;eod:10.0%
L1_first,target15_max12,H1,36,0.8055555555555556,0.0006155662753509236,0.0013497749999999975,-0.001128427287053202,-0.0021260565152443622,-0.006416081847354094,0.02216038591263325,0.0018487483581076658,-0.000983596637145867,5.861111111111111,0.6944444444444444,0.1388888888888889,target_15bp:69.4%;time:25.0%;eod:5.6%
L1_first,target15_max12,H2,24,0.625,0.0002927912768151131,0.0012036237050937482,-0.000912258549204592,-0.001794500163210072,-0.006500649601689612,0.007026990643562714,0.0014510918616805757,-0.0010812097692422529,7.208333333333333,0.5,0.041666666666666664,target_15bp:50.0%;time:33.3%;eod:16.7%
L1_first,target25_max12,full,60,0.65,0.0005920505128950149,0.0009693873095888428,-0.0018779575995511387,-0.0024203584796258447,-0.006500649601689612,0.03552303077370089,0.0020536767468214423,-0.0011992169114835582,8.783333333333333,0.6166666666666667,0.36666666666666664,time:51.7%;target_25bp:36.7%;eod:11.7%
L1_first,target25_max12,H1,36,0.7222222222222222,0.0008263568327315569,0.0015472970053870272,-0.0017374621869817863,-0.0024965100559896924,-0.006416081847354094,0.029748845978336047,0.0023790038534253766,-0.0010839363314515404,8.25,0.6944444444444444,0.4722222222222222,target_25bp:47.2%;time:44.4%;eod:8.3%
L1_first,target25_max12,H2,24,0.5416666666666666,0.0002405910331402019,0.0004833555051279026,-0.001598080957916503,-0.001930908428747624,-0.006500649601689612,0.005774184795364845,0.0016277801975073114,-0.0012674515505737838,9.583333333333334,0.5,0.20833333333333334,time:62.5%;target_25bp:20.8%;eod:16.7%
L1_first,target15_or_sma9_max12,full,60,0.7333333333333333,0.0002616827973729937,0.0007076396061197476,-0.0014713393726210166,-0.0024231118866741394,-0.006500649601689612,0.01570096784237962,0.0011275264145803598,-0.0008160087527674387,4.8,0.4,0.06666666666666667,sma9_close:48.3%;target_15bp:40.0%;eod:6.7%;time:5.0%
L1_first,target15_or_sma9_max12,H1,36,0.8333333333333334,0.0004994020829789052,0.0011803282147534455,-0.001015894403580353,-0.0019111732365330036,-0.006416081847354094,0.01797847498724059,0.0015048448697154715,-0.0008708684708608194,4.611111111111111,0.5,0.08333333333333333,target_15bp:50.0%;sma9_close:38.9%;time:5.6%;eod:5.6%
L1_first,target15_or_sma9_max12,H2,24,0.5833333333333334,-9.489613103587369e-05,0.00041719216420321725,-0.0016434936596291913,-0.0027027994062600535,-0.006500649601689612,-0.0022775071448609685,0.0007716848193362047,-0.0007582484544450541,5.083333333333333,0.25,0.041666666666666664,sma9_close:62.5%;target_15bp:25.0%;eod:8.3%;time:4.2%
L1_first,resignal_extend5_cap24,full,60,0.65,0.0006131204735295714,0.0004468234709986696,-0.0014856649245351126,-0.002403326447579318,-0.005363486866383105,0.036787228411774286,0.0014911699926069,-0.0009912422991569803,6.25,0.5,0.21666666666666667,resignal_time:53.3%;time:38.3%;eod:8.3%
L1_first,resignal_extend5_cap24,H1,36,0.6944444444444444,0.0008721185722563245,0.00078257455348274,-0.0010614177415515513,-0.0020186148758887246,-0.005363486866383105,0.031396268601227684,0.001959085963772922,-0.0010627991969712203,6.222222222222222,0.5833333333333334,0.3055555555555556,resignal_time:52.8%;time:41.7%;eod:5.6%
L1_first,resignal_extend5_cap24,H2,24,0.5833333333333334,0.00022462332543944177,0.00022819501830895206,-0.0016990531285988374,-0.002366446941648087,-0.003816766866565957,0.005390959810546603,0.0010894564543539875,-0.000840677611339935,6.291666666666667,0.375,0.08333333333333333,resignal_time:54.2%;time:33.3%;eod:12.5%
L1_first,resignal_target15_or_sma9_cap24,full,60,0.7166666666666667,0.0003964504024740652,0.0006816655511932002,-0.0011058400561477998,-0.0019644896941343193,-0.003816766866565957,0.023787024148443914,0.0011275264145803598,-0.0008160087527674387,4.416666666666667,0.4,0.06666666666666667,target_15bp:40.0%;sma9_close:36.7%;resignal_time:15.0%;eod:6.7%;time:1.7%
L1_first,resignal_target15_or_sma9_cap24,H1,36,0.8055555555555556,0.000646006696347697,0.0011803282147534455,-0.0006789621973539162,-0.001553228488113706,-0.002401320585534883,0.02325624106851709,0.0015048448697154715,-0.0008708684708608194,4.277777777777778,0.5,0.08333333333333333,target_15bp:50.0%;sma9_close:25.0%;resignal_time:16.7%;eod:5.6%;time:2.8%
